winner,turns,white_rating,black_rating,opening_ply,hour_of_day,day_of_week,day_of_month,month,year,game_duration,total_elo,elo_difference,outlier,outlier_flag
0.0,74.33333333333334,1126.0,1116.6666666666667,4.0,4.0,3.3333333333333335,11.0,4.333333333333333,2017.0,0.0,2242.6666666666665,9.333333333333329,False,No
0.0,18.333333333333332,1205.0,955.3333333333334,2.3333333333333335,14.833333333333334,0.6666666666666666,14.333333333333334,4.833333333333333,2017.0,0.0,2160.3333333333335,249.66666666666666,False,No
1.0,16.0,1689.0,1690.0,6.0,13.0,2.0,10.0,2.0,2016.0,0.0,3379.0,-1.0,False,No
-1.0,10.0,1035.0,1401.0,2.0,23.0,6.0,30.0,10.0,2016.0,0.0,2436.0,-366.0,False,No
-1.0,62.0,1348.0,2208.0,2.0,0.0,4.0,1.0,9.0,2017.0,9.144850001066667,3556.0,-860.0,False,No
-1.0,48.0,1621.0,1951.0,6.0,22.0,6.0,5.0,3.0,2017.0,21.912749998933336,3572.0,-330.0,False,No
0.0,29.0,1478.6666666666667,1282.3333333333335,6.333333333333334,5.666666666666667,3.6666666666666665,11.0,8.666666666666666,2017.0,0.0,2761.0,196.33333333333331,False,No
0.0,65.0,1702.0,1700.0,5.0,17.0,2.0,9.0,8.0,2017.0,0.0,3402.0,2.0,False,No
0.0,7.0,1269.1666666666667,1075.8333333333333,3.666666666666667,4.666666666666666,3.666666666666667,2.833333333333332,7.833333333333334,2016.5,0.24331111111111103,2345.0,193.33333333333337,False,No
1.0,15.0,1531.0,1291.0,6.0,22.0,4.0,31.0,3.0,2017.0,2.7002666666666664,2822.0,240.0,False,No
1.0,49.0,1860.0,1851.0,1.0,15.0,4.0,28.0,7.0,2017.0,3.543583330133333,3711.0,9.0,True,Yes
-1.0,114.0,1475.0,1585.0,3.0,1.0,6.0,16.0,7.0,2017.0,0.0,3060.0,-110.0,False,No
1.0,45.0,1275.0,1287.0,4.0,1.0,6.0,7.0,5.0,2017.0,0.0,2562.0,-12.0,False,No
1.0,41.0,1481.0,1734.0,3.0,17.0,2.0,2.0,8.0,2017.0,6.738250001066667,3215.0,-253.0,False,No
0.0,56.0,1311.5,1245.5,5.0,11.5,2.0,14.5,8.5,2017.0,5.079950001066666,2557.0,66.0,False,No
-1.0,58.0,1712.0,1500.0,3.0,23.0,3.0,29.0,6.0,2017.0,12.336650001066666,3212.0,212.0,False,No
-1.0,126.0,1718.0,1941.0,2.0,20.0,1.0,29.0,8.0,2017.0,19.662166664533334,3659.0,-223.0,False,No
0.0,4.5,1316.0,1117.6666666666665,3.666666666666667,6.833333333333332,4.0,5.5,9.166666666666666,2016.8333333333333,0.0,2433.6666666666665,198.33333333333334,False,No
-1.0,72.0,1303.0,1480.0,1.0,20.0,4.0,9.0,6.0,2017.0,16.289666666666665,2783.0,-177.0,False,No
-1.0,50.0,1875.0,2042.0,3.0,20.0,2.0,23.0,8.0,2017.0,0.0,3917.0,-167.0,False,No
1.0,71.0,1222.0,1240.0,2.0,0.0,1.0,21.0,6.0,2016.0,0.0,2462.0,-18.0,False,No
1.0,73.0,1655.0,1662.0,13.0,23.0,6.0,22.0,5.0,2016.0,0.0,3317.0,-7.0,False,No
1.0,43.0,2003.0,1284.0,5.0,22.0,5.0,19.0,8.0,2017.0,0.0,3287.0,719.0,False,No
-1.0,30.0,1675.0,2008.0,8.0,14.0,2.0,23.0,8.0,2017.0,1.8264,3683.0,-333.0,False,No
-1.0,32.0,1737.0,1631.0,6.0,16.0,5.0,8.0,4.0,2017.0,0.0,3368.0,106.0,False,No
-1.0,86.0,1577.0,1538.0,2.0,11.0,1.0,29.0,8.0,2017.0,16.101616665599998,3115.0,39.0,False,No
-1.0,72.0,1589.0,1588.0,3.0,23.0,5.0,7.0,1.0,2017.0,0.0,3177.0,1.0,False,No
0.0,30.5,1386.5,1246.5,4.5,12.0,2.5,15.5,7.0,2017.0,3.764933333333333,2633.0,140.0,False,No
0.0,140.0,2264.0,1639.0,12.0,12.0,4.0,24.0,3.0,2017.0,0.0,3903.0,625.0,False,No
1.0,105.0,1104.0,1175.0,5.0,12.0,5.0,10.0,6.0,2017.0,14.422500002133335,2279.0,-71.0,False,No
-1.0,70.0,1902.0,2261.0,6.0,0.0,1.0,29.0,8.0,2017.0,11.841083332266667,4163.0,-359.0,False,No
1.0,61.0,1956.0,1591.0,4.0,8.0,2.0,7.0,6.0,2017.0,7.6057666688,3547.0,365.0,False,No
-1.0,100.0,1739.0,1906.0,4.0,14.0,2.0,22.0,3.0,2017.0,15.4616,3645.0,-167.0,False,No
-1.0,34.0,1497.0,1521.0,2.0,19.0,4.0,21.0,11.0,2014.0,8.118450001066666,3018.0,-24.0,False,No
1.0,91.0,1464.0,1432.0,4.0,21.0,1.0,17.0,1.0,2017.0,0.0,2896.0,32.0,False,No
1.0,51.0,1436.0,1546.0,5.0,5.0,6.0,19.0,3.0,2017.0,14.447366664533332,2982.0,-110.0,False,No
-1.0,56.0,1163.0,1340.0,5.0,1.0,1.0,15.0,8.0,2017.0,0.0,2503.0,-177.0,False,No
-1.0,55.0,1596.0,1327.0,3.0,9.0,6.0,12.0,3.0,2017.0,15.4116333312,2923.0,269.0,False,No
-1.0,84.0,1135.0,1129.0,3.0,5.0,1.0,31.0,1.0,2017.0,0.0,2264.0,6.0,False,No
-1.0,72.0,1587.0,1403.0,3.0,21.0,2.0,19.0,4.0,2017.0,15.083650001066667,2990.0,184.0,False,No
-1.0,94.0,1538.0,1564.0,3.0,0.0,2.0,28.0,6.0,2017.0,0.0,3102.0,-26.0,False,No
0.0,19.666666666666668,1374.0,1350.6666666666667,3.3333333333333335,5.333333333333333,1.3333333333333333,3.0,3.6666666666666665,2016.3333333333333,0.0,2724.6666666666665,23.33333333333333,False,No
1.0,55.0,1786.0,1748.0,5.0,1.0,4.0,6.0,2.0,2015.0,17.150899997866667,3534.0,38.0,False,No
-1.0,72.0,2069.0,2244.0,8.0,3.0,6.0,28.0,9.0,2014.0,7.447100002133333,4313.0,-175.0,False,No
0.0,87.0,1396.0,1350.0,3.3333333333333335,14.666666666666668,4.666666666666667,3.0,7.666666666666667,2015.6666666666667,3.543583330133333,2746.0,46.0,True,Yes
0.0,22.666666666666657,1342.0,1131.8333333333333,3.666666666666667,6.5,3.8333333333333335,2.5,8.833333333333334,2017.0,2.78080555591111,2473.833333333333,210.16666666666669,False,No
0.0,15.5,1262.5,1234.5,5.0,6.5,3.5,7.5,8.0,2016.5,0.0,2497.0,28.0,False,No
0.0,25.0,1833.3333333333333,2003.6666666666667,2.3333333333333335,11.5,3.1666666666666665,20.166666666666668,8.166666666666666,2017.0,0.0,3837.0,-170.33333333333334,False,No
-1.0,50.0,1265.0,1500.0,1.0,9.0,2.0,18.0,2.0,2015.0,13.517066666666667,2765.0,-235.0,False,No
-1.0,21.0,1536.0,1642.0,2.0,12.0,2.0,14.0,6.0,2017.0,2.3318166656,3178.0,-106.0,False,No
-1.0,46.0,2120.0,2135.0,6.0,4.0,5.0,5.0,11.0,2016.0,0.0,4255.0,-15.0,False,No
1.0,55.0,1830.0,1369.0,1.0,18.0,6.0,3.0,9.0,2017.0,10.0892333312,3199.0,461.0,False,No
-1.0,26.0,1580.0,1390.0,2.0,18.0,2.0,23.0,8.0,2017.0,7.985349998933333,2970.0,190.0,False,No
1.0,41.0,1215.0,1432.0,3.0,13.0,4.0,14.0,4.0,2017.0,5.614416669866667,2647.0,-217.0,False,No
1.0,41.0,1582.0,1704.0,3.0,17.0,3.0,17.0,8.0,2017.0,0.0,3286.0,-122.0,False,No
1.0,51.0,1579.0,1562.0,8.0,16.0,5.0,2.0,9.0,2017.0,12.9271666688,3141.0,17.0,False,No
-1.0,90.0,1287.0,1611.0,4.0,3.0,6.0,10.0,4.0,2016.0,0.0,2898.0,-324.0,False,No
-1.0,8.0,1374.0,1385.0,4.0,15.0,3.0,27.0,7.0,2017.0,0.0,2759.0,-11.0,False,No
-1.0,80.0,1350.0,1566.0,3.0,14.0,2.0,12.0,2.0,2014.0,12.3117666688,2916.0,-216.0,False,No
-1.0,94.0,1777.0,1640.0,9.0,13.0,3.0,9.0,1.0,2014.0,16.55056666453333,3417.0,137.0,False,No
-1.0,43.0,1388.0,2012.0,9.0,19.0,2.0,6.0,1.0,2016.0,0.0,3400.0,-624.0,False,No
0.0,22.0,1493.0,1205.0,3.0,19.0,2.0,2.0,8.0,2017.0,8.929266666666667,2698.0,288.0,False,No
-1.0,39.0,1254.0,1322.0,4.0,0.0,3.0,20.0,7.0,2017.0,0.0,2576.0,-68.0,False,No
-1.0,58.0,1413.0,1500.0,9.0,16.0,6.0,28.0,5.0,2017.0,0.0,2913.0,-87.0,False,No
0.0,20.0,1376.0,1472.0,8.0,20.0,5.0,4.0,7.0,2015.0,0.0,2848.0,-96.0,False,No
1.0,141.0,1874.0,1876.0,2.0,7.0,6.0,13.0,8.0,2017.0,0.0,3750.0,-2.0,False,No
-1.0,130.0,1583.0,1567.0,6.0,22.0,0.0,5.0,9.0,2016.0,20.268916667733333,3150.0,16.0,False,No
-1.0,92.0,1500.0,1621.0,6.0,22.0,5.0,22.0,4.0,2017.0,20.58023333546667,3121.0,-121.0,False,No
0.0,41.66666666666667,1354.3333333333333,1204.3333333333335,3.6666666666666665,6.666666666666667,3.6666666666666665,11.0,8.666666666666666,2017.0,6.687588889600001,2558.666666666667,150.0,False,No
1.0,25.0,1500.0,1149.0,3.0,14.0,0.0,20.0,3.0,2017.0,0.0,2649.0,351.0,False,No
1.0,131.0,1904.0,1862.0,3.0,14.0,1.0,4.0,7.0,2017.0,0.0,3766.0,42.0,False,No
1.0,65.0,1848.0,1823.0,2.0,3.0,2.0,14.0,12.0,2016.0,3.543583330133333,3671.0,25.0,True,Yes
-1.0,96.0,1788.0,1399.0,5.0,14.0,3.0,3.0,9.0,2015.0,0.0,3187.0,389.0,False,No
-1.0,26.0,1334.0,1345.0,4.0,12.0,2.0,19.0,10.0,2016.0,0.0,2679.0,-11.0,False,No
-1.0,70.0,1481.0,1464.0,2.0,21.0,0.0,7.0,8.0,2017.0,3.543583330133333,2945.0,17.0,True,Yes
1.0,31.0,1330.0,1500.0,3.0,10.0,0.0,17.0,7.0,2017.0,6.125533333333333,2830.0,-170.0,False,No
-1.0,34.0,1330.0,1424.0,3.0,1.0,4.0,30.0,12.0,2016.0,0.0,2754.0,-94.0,False,No
-1.0,68.0,1883.0,1961.0,5.0,8.0,0.0,31.0,7.0,2017.0,0.0,3844.0,-78.0,False,No
-1.0,92.0,1821.0,2067.0,13.0,8.0,6.0,2.0,7.0,2017.0,8.4728166656,3888.0,-246.0,False,No
-1.0,72.0,1496.0,1500.0,9.0,19.0,2.0,22.0,3.0,2017.0,22.394083332266668,2996.0,-4.0,False,No
0.0,30.833333333333336,1459.1666666666667,1212.8333333333333,4.833333333333333,17.333333333333332,5.666666666666667,8.5,4.833333333333333,2016.1666666666667,0.0,2672.0,246.33333333333334,False,No
1.0,123.0,1483.0,1500.0,5.0,12.0,1.0,20.0,12.0,2016.0,14.1278166656,2983.0,-17.0,False,No
0.0,13.833333333333329,1418.8333333333333,1184.3333333333333,5.333333333333333,6.0,4.333333333333333,5.833333333333332,8.166666666666668,2017.0,1.1605694442666667,2603.1666666666665,234.5,False,No
-1.0,36.0,1547.0,1801.0,6.0,19.0,2.0,5.0,4.0,2017.0,0.0,3348.0,-254.0,False,No
1.0,2.0,1730.0,1327.0,1.0,3.0,0.0,29.0,9.0,2014.0,0.17980000426666667,3057.0,403.0,False,No
1.0,45.0,914.0,1133.0,5.0,23.0,0.0,7.0,8.0,2017.0,3.543583330133333,2047.0,-219.0,True,Yes
-1.0,20.0,1493.0,1781.0,4.0,10.0,4.0,1.0,9.0,2017.0,1.0878333312,3274.0,-288.0,False,No
0.0,21.0,1350.6666666666667,1392.6666666666667,2.6666666666666665,13.333333333333334,2.6666666666666665,3.666666666666667,7.666666666666667,2017.0,0.0,2743.3333333333335,-42.0,False,No
0.0,95.83333333333334,1711.6666666666667,1649.5,6.5,4.0,5.666666666666667,3.5,6.5,2017.0,12.134625002666667,3361.1666666666665,62.166666666666664,False,No
0.0,15.0,1416.6666666666667,1176.6666666666667,7.333333333333334,14.0,1.3333333333333333,2.3333333333333335,5.666666666666666,2017.0,2.361766667377778,2593.3333333333335,240.0,False,No
-1.0,64.0,1615.0,2264.0,5.0,2.0,0.0,9.0,1.0,2017.0,0.0,3879.0,-649.0,False,No
1.0,23.0,1822.0,1701.0,3.0,18.0,1.0,3.0,5.0,2016.0,0.0,3523.0,121.0,False,No
-1.0,72.0,1476.0,1513.0,3.0,16.0,0.0,21.0,8.0,2017.0,9.976966664533334,2989.0,-37.0,False,No
-1.0,56.0,1844.0,1884.0,13.0,14.0,2.0,19.0,7.0,2017.0,13.765966664533332,3728.0,-40.0,False,No
-1.0,70.0,1537.0,1532.0,4.0,20.0,1.0,29.0,11.0,2016.0,0.0,3069.0,5.0,False,No
1.0,45.0,1257.0,1192.0,8.0,20.0,1.0,29.0,12.0,2015.0,0.0,2449.0,65.0,False,No
-1.0,48.0,1377.0,1550.0,3.0,11.0,3.0,31.0,8.0,2017.0,7.314866670933333,2927.0,-173.0,False,No
-1.0,42.0,1683.0,1901.0,4.0,1.0,1.0,15.0,8.0,2017.0,0.0,3584.0,-218.0,False,No
0.0,14.666666666666664,1294.8333333333333,1092.1666666666665,3.666666666666667,6.5,3.5,3.833333333333332,8.166666666666668,2017.0,2.8450500003555543,2387.0,202.66666666666669,False,No
0.0,9.666666666666664,1270.8333333333333,1085.0,4.0,5.666666666666666,4.166666666666667,5.666666666666664,8.0,2016.5,1.9678000000000004,2355.833333333333,185.83333333333337,False,No
-1.0,138.0,1537.0,1500.0,3.0,0.0,5.0,8.0,4.0,2017.0,0.0,3037.0,37.0,False,No
1.0,61.0,1694.0,1695.0,3.0,3.0,1.0,29.0,8.0,2017.0,16.044716667733333,3389.0,-1.0,False,No
1.0,125.0,2018.0,1794.0,5.0,17.0,5.0,1.0,7.0,2017.0,14.721349998933333,3812.0,224.0,False,No
1.0,50.0,908.0,1055.0,2.0,13.0,6.0,27.0,8.0,2017.0,12.843149998933335,1963.0,-147.0,False,No
1.0,33.0,1728.0,1527.0,8.0,0.0,0.0,28.0,8.0,2017.0,0.0,3255.0,201.0,False,No
1.0,29.0,1667.0,1361.0,3.0,23.0,6.0,4.0,10.0,2015.0,0.0,3028.0,306.0,False,No
-1.0,36.0,1155.0,1907.0,15.0,17.0,2.0,21.0,9.0,2016.0,0.0,3062.0,-752.0,False,No
0.0,12.5,1239.3333333333333,1022.6666666666666,3.5,4.166666666666667,3.3333333333333335,3.166666666666666,9.333333333333334,2016.8333333333333,0.0,2262.0,216.66666666666669,False,No
0.0,49.66666666666667,1492.0,1284.0,4.666666666666667,4.666666666666667,3.333333333333333,7.666666666666668,10.0,2016.6666666666667,0.0,2776.0,208.0,False,No
0.0,106.66666666666667,1617.5,1522.0,3.1666666666666665,19.0,5.666666666666667,4.333333333333333,7.333333333333333,2015.3333333333333,17.543124999111114,3139.5,95.5,False,No
-1.0,120.0,1900.0,2010.0,1.0,13.0,2.0,30.0,8.0,2017.0,3.543583330133333,3910.0,-110.0,True,Yes
0.0,19.0,1518.0,1080.6666666666667,2.6666666666666665,2.6666666666666665,2.6666666666666665,15.0,5.0,2017.0,0.0,2598.6666666666665,437.33333333333337,False,No
1.0,29.0,2259.0,1775.0,1.0,3.0,0.0,21.0,3.0,2016.0,0.0,4034.0,484.0,False,No
-1.0,32.0,1286.0,1730.0,2.0,19.0,4.0,11.0,8.0,2017.0,3.958466666666667,3016.0,-444.0,False,No
-1.0,110.0,1590.0,1471.0,2.0,19.0,2.0,30.0,8.0,2017.0,0.0,3061.0,119.0,False,No
-1.0,45.0,1906.0,2161.0,2.0,21.0,4.0,25.0,11.0,2016.0,12.802083332266667,4067.0,-255.0,False,No
-1.0,68.0,1423.0,1432.0,5.0,6.0,3.0,24.0,11.0,2016.0,0.0,2855.0,-9.0,False,No
0.0,32.333333333333336,1290.6666666666667,1126.3333333333333,4.0,9.0,4.666666666666667,10.0,8.666666666666666,2016.6666666666667,13.253911111111115,2417.0,164.33333333333331,False,No
1.0,33.0,1257.0,1141.0,6.0,2.0,1.0,30.0,5.0,2017.0,0.0,2398.0,116.0,False,No
-1.0,22.0,1471.0,1721.0,3.0,2.0,5.0,4.0,6.0,2016.0,11.132500002133334,3192.0,-250.0,False,No
0.0,58.0,1510.0,1796.0,7.0,10.0,0.0,24.0,7.0,2017.0,13.5159833344,3306.0,-286.0,False,No
0.0,20.33333333333333,1291.6666666666667,1085.0,3.666666666666667,5.666666666666666,4.0,3.833333333333332,8.833333333333334,2017.0,7.567452777244441,2376.6666666666665,206.66666666666669,False,No
-1.0,60.0,1319.0,1214.0,4.0,0.0,6.0,28.0,5.0,2017.0,0.0,2533.0,105.0,False,No
0.0,57.0,1334.0,1237.0,5.0,2.0,3.5,1.0,9.0,2016.5,19.9134750016,2571.0,97.0,False,No
-1.0,16.0,1328.0,1712.0,1.0,22.0,3.0,20.0,7.0,2017.0,0.0,3040.0,-384.0,False,No
-1.0,40.0,1500.0,1774.0,4.0,3.0,6.0,11.0,6.0,2017.0,0.0,3274.0,-274.0,False,No
-1.0,52.0,1627.0,1508.0,6.0,1.0,4.0,14.0,10.0,2016.0,0.0,3135.0,119.0,False,No
1.0,29.0,1530.0,1872.0,4.0,20.0,6.0,3.0,9.0,2017.0,1.9765500032,3402.0,-342.0,False,No
1.0,14.0,1972.0,1917.0,4.0,17.0,2.0,23.0,8.0,2017.0,0.8273166677333333,3889.0,55.0,False,No
1.0,93.0,2194.0,2384.0,5.0,22.0,5.0,2.0,9.0,2017.0,17.904699997866665,4578.0,-190.0,False,No
-1.0,46.0,1652.0,1653.0,3.0,23.0,2.0,13.0,4.0,2016.0,0.0,3305.0,-1.0,False,No
1.0,53.0,1523.0,1191.0,2.0,16.0,2.0,26.0,7.0,2017.0,16.3788,2714.0,332.0,False,No
-1.0,62.0,1504.0,1558.0,7.0,7.0,4.0,18.0,8.0,2017.0,0.0,3062.0,-54.0,False,No
1.0,45.0,1859.0,1895.0,9.0,12.0,4.0,14.0,7.0,2017.0,10.6042333312,3754.0,-36.0,False,No
0.0,22.33333333333333,1270.3333333333333,1059.5,4.166666666666667,6.833333333333332,4.333333333333333,1.1666666666666665,8.666666666666666,2017.0,0.0,2329.8333333333335,210.83333333333334,False,No
1.0,67.0,1991.0,1929.0,4.0,10.0,6.0,30.0,4.0,2017.0,12.021649996799999,3920.0,62.0,False,No
1.0,89.0,1593.0,1590.0,5.0,21.0,5.0,2.0,9.0,2017.0,20.185799999999997,3183.0,3.0,False,No
0.0,38.0,1222.5,1111.0,4.0,10.0,2.5,15.0,8.5,2017.0,10.712,2333.5,111.5,False,No
-1.0,60.0,1264.0,1200.0,5.0,21.0,4.0,11.0,8.0,2017.0,11.242483332266666,2464.0,64.0,False,No
1.0,45.0,1781.0,1750.0,6.0,23.0,2.0,23.0,8.0,2017.0,26.119266666666665,3531.0,31.0,False,No
-1.0,60.0,2149.0,1933.0,7.0,17.0,3.0,31.0,8.0,2017.0,0.0,4082.0,216.0,False,No
-1.0,74.0,1682.0,1792.0,12.0,13.0,1.0,30.0,5.0,2017.0,10.663833335466668,3474.0,-110.0,False,No
-1.0,62.0,1553.0,1942.0,5.0,18.0,4.0,21.0,7.0,2017.0,0.0,3495.0,-389.0,False,No
1.0,27.0,1932.0,1948.0,11.0,17.0,6.0,15.0,11.0,2015.0,0.0,3880.0,-16.0,False,No
1.0,39.0,2294.0,1319.0,5.0,2.0,2.0,4.0,5.0,2016.0,0.0,3613.0,975.0,False,No
0.0,10.333333333333334,1326.0,1721.3333333333335,3.3333333333333335,9.333333333333334,2.6666666666666665,13.0,4.333333333333333,2015.0,6.034400000000001,3047.3333333333335,-395.33333333333337,False,No
1.0,19.0,2294.0,1319.0,7.0,0.0,1.0,3.0,5.0,2016.0,3.4883333376,3613.0,975.0,False,No
-1.0,6.0,1091.0,1203.0,3.0,12.0,1.0,29.0,8.0,2017.0,0.0,2294.0,-112.0,False,No
1.0,115.0,1888.0,1700.0,6.0,16.0,3.0,31.0,8.0,2017.0,16.3982,3588.0,188.0,False,No
1.0,69.0,2315.0,2128.0,1.0,20.0,5.0,9.0,1.0,2016.0,0.0,4443.0,187.0,False,No
-1.0,62.0,1651.0,1684.0,3.0,19.0,5.0,19.0,8.0,2017.0,9.494,3335.0,-33.0,False,No
-1.0,78.0,1758.0,1696.0,11.0,18.0,3.0,31.0,8.0,2017.0,3.543583330133333,3454.0,62.0,True,Yes
-1.0,120.0,1937.0,1869.0,5.0,5.0,6.0,4.0,6.0,2017.0,14.6311833344,3806.0,68.0,False,No
1.0,95.0,1812.0,1691.0,5.0,21.0,3.0,31.0,3.0,2016.0,0.0,3503.0,121.0,False,No
-1.0,100.0,1555.0,1484.0,2.0,17.0,5.0,2.0,9.0,2017.0,13.885850001066666,3039.0,71.0,False,No
-1.0,37.0,1392.0,1608.0,5.0,20.0,1.0,21.0,3.0,2017.0,9.318800000000001,3000.0,-216.0,False,No
-1.0,54.0,1450.0,1452.0,3.0,3.0,3.0,23.0,2.0,2017.0,0.0,2902.0,-2.0,False,No
1.0,95.0,1664.0,1869.0,8.0,3.0,0.0,21.0,11.0,2016.0,0.0,3533.0,-205.0,False,No
1.0,35.0,1513.0,1273.0,4.0,17.0,1.0,1.0,9.0,2015.0,0.0,2786.0,240.0,False,No
-1.0,48.0,1627.0,1576.0,1.0,16.0,5.0,12.0,8.0,2017.0,2.8109333333333333,3203.0,51.0,False,No
0.0,60.0,1586.5,1444.5,3.5,7.5,3.0,6.5,8.0,2017.0,30.676025000533333,3031.0,142.0,False,No
-1.0,38.0,1972.0,2174.0,4.0,5.0,3.0,2.0,1.0,2014.0,4.748366664533333,4146.0,-202.0,False,No
1.0,59.0,1500.0,1418.0,2.0,17.0,4.0,9.0,6.0,2017.0,7.6576166656,2918.0,82.0,False,No
0.0,41.0,1705.0,1658.0,5.0,11.0,2.0,9.0,8.0,2017.0,11.692,3363.0,47.0,False,No
1.0,9.0,1570.0,1750.0,2.0,20.0,1.0,16.0,8.0,2016.0,0.0,3320.0,-180.0,False,No
1.0,35.0,1259.0,1319.0,4.0,23.0,1.0,11.0,4.0,2017.0,8.5885666688,2578.0,-60.0,False,No
1.0,77.0,2264.0,2082.0,15.0,20.0,1.0,8.0,8.0,2017.0,3.543583330133333,4346.0,182.0,True,Yes
-1.0,100.0,1839.0,1871.0,3.0,5.0,6.0,16.0,4.0,2017.0,0.0,3710.0,-32.0,False,No
1.0,29.0,1127.0,1296.0,3.0,23.0,4.0,10.0,2.0,2017.0,0.0,2423.0,-169.0,False,No
1.0,120.0,1823.0,1686.0,6.0,7.0,3.0,30.0,6.0,2016.0,3.543583330133333,3509.0,137.0,True,Yes
1.0,77.0,1220.0,1205.0,5.0,20.0,0.0,19.0,12.0,2016.0,0.0,2425.0,15.0,False,No
1.0,15.0,1486.0,1450.0,4.0,2.0,3.0,31.0,8.0,2017.0,4.847949998933333,2936.0,36.0,False,No
-1.0,40.0,1374.0,1351.0,4.0,12.0,2.0,23.0,9.0,2015.0,0.0,2725.0,23.0,False,No
-1.0,74.0,1504.0,1531.0,4.0,22.0,5.0,2.0,9.0,2017.0,0.0,3035.0,-27.0,False,No
-1.0,76.0,1640.0,1290.0,3.0,21.0,5.0,22.0,11.0,2014.0,13.025500002133333,2930.0,350.0,False,No
0.0,55.66666666666667,1571.3333333333333,1502.0,5.333333333333333,14.0,1.3333333333333333,9.666666666666668,10.333333333333334,2016.3333333333333,4.3351777792,3073.3333333333335,69.33333333333333,False,No
-1.0,66.0,1946.0,1955.0,4.0,17.0,3.0,4.0,8.0,2016.0,12.8562,3901.0,-9.0,False,No
-1.0,17.0,1691.0,1699.0,7.0,3.0,0.0,7.0,8.0,2017.0,1.1857833344,3390.0,-8.0,False,No
1.0,27.0,1548.0,1659.0,2.0,10.0,4.0,4.0,8.0,2017.0,5.2449833344000005,3207.0,-111.0,False,No
0.0,137.0,1773.0,1930.0,2.0,16.0,0.0,24.0,4.0,2017.0,15.419066666666668,3703.0,-157.0,False,No
-1.0,11.0,952.0,1394.0,2.0,23.0,0.0,28.0,11.0,2016.0,0.9509000021333333,2346.0,-442.0,False,No
1.0,3.0,1500.0,1587.0,2.0,20.0,2.0,19.0,4.0,2017.0,2.679716667733333,3087.0,-87.0,False,No
0.0,8.833333333333332,1210.8333333333333,994.3333333333334,3.8333333333333335,3.5,4.333333333333333,3.833333333333332,8.5,2017.0,0.0,2205.1666666666665,216.5,False,No
0.0,76.66666666666667,1647.5,1446.1666666666667,4.833333333333333,9.0,5.666666666666667,2.6666666666666665,9.0,2017.0,7.914416664888888,3093.6666666666665,201.33333333333334,False,No
-1.0,32.0,1554.0,1510.0,7.0,23.0,3.0,31.0,8.0,2017.0,5.688999999999999,3064.0,44.0,False,No
1.0,63.0,2264.0,2016.0,13.0,17.0,2.0,15.0,3.0,2017.0,0.0,4280.0,248.0,False,No
0.0,102.5,1410.0,1378.6666666666667,3.1666666666666665,17.333333333333332,3.1666666666666665,26.0,8.166666666666666,2017.0,23.295486112000003,2788.6666666666665,31.33333333333333,False,No
0.0,96.66666666666667,1668.3333333333333,1620.3333333333333,1.5,11.5,4.0,5.166666666666667,5.666666666666667,2016.1666666666667,0.0,3288.6666666666665,48.0,False,No
1.0,13.0,1310.0,1291.0,8.0,16.0,5.0,11.0,3.0,2017.0,2.1641499989333335,2601.0,19.0,False,No
0.0,20.0,1617.6666666666667,1439.0,4.333333333333333,7.333333333333334,4.0,9.333333333333336,7.666666666666666,2017.0,3.543583330133333,3056.666666666667,178.66666666666666,True,Yes
0.0,47.33333333333334,1326.6666666666667,1166.3333333333335,4.333333333333333,6.333333333333334,4.0,9.0,8.666666666666666,2017.0,5.759405555200001,2493.0,160.33333333333331,False,No
-1.0,54.0,1974.0,1899.0,2.0,20.0,3.0,31.0,8.0,2017.0,0.0,3873.0,75.0,False,No
1.0,77.0,1282.0,1394.0,4.0,22.0,4.0,6.0,3.0,2015.0,3.543583330133333,2676.0,-112.0,True,Yes
-1.0,24.0,1500.0,1477.0,3.0,5.0,6.0,4.0,12.0,2016.0,3.543583330133333,2977.0,23.0,True,Yes
1.0,109.0,1775.0,1761.0,4.0,23.0,0.0,14.0,8.0,2017.0,20.2651833344,3536.0,14.0,False,No
0.0,69.0,1640.6666666666667,1617.3333333333335,4.0,3.3333333333333335,5.333333333333333,13.666666666666668,8.333333333333334,2017.0,0.0,3258.0,23.33333333333333,False,No
1.0,131.0,1760.0,1529.0,6.0,22.0,5.0,15.0,3.0,2014.0,14.8744166656,3289.0,231.0,False,No
1.0,9.0,1400.0,1381.0,3.0,1.0,4.0,27.0,1.0,2017.0,0.0,2781.0,19.0,False,No
1.0,91.0,1542.0,1500.0,4.0,23.0,4.0,21.0,8.0,2015.0,0.0,3042.0,42.0,False,No
1.0,31.0,1623.0,1827.0,5.0,10.0,1.0,15.0,8.0,2017.0,5.3337833344,3450.0,-204.0,False,No
1.0,54.0,2251.0,2006.0,7.0,4.0,1.0,6.0,12.0,2016.0,0.0,4257.0,245.0,False,No
1.0,54.0,1858.0,1450.0,3.0,5.0,2.0,30.0,8.0,2017.0,0.0,3308.0,408.0,False,No
-1.0,28.0,1724.0,1734.0,7.0,19.0,5.0,19.0,8.0,2017.0,0.0,3458.0,-10.0,False,No
1.0,55.0,2409.0,2314.0,12.0,3.0,5.0,27.0,8.0,2016.0,0.0,4723.0,95.0,False,No
1.0,31.0,1366.0,1308.0,3.0,21.0,4.0,24.0,3.0,2017.0,0.0,2674.0,58.0,False,No
